C50/C50train/AlexanderSmith/223300newsML.txt 
term tf-idf document_term_frequency
widely-expect 0.0 0
$349.9 0.0 0
$197.9 0.0 0
now....w 0.0 0
$24.75 0.0 0
$17.95 0.0 0
sprynet 0.0 0
$11-5/8 0.0 0
$14.2 0.0 0
$30.2 0.0 0
$32.2 0.0 0
units: 0.0 0
unruh 0.0 0
once-beleagu 0.0 0
stratus' 0.0 0
$24.25 0.0 0
june-quart 0.0 0
vesion 0.0 0
so-so 0.0 0
$0.89 0.0 0
echostar' 0.0 0
pre-pai 0.0 0
$44.95 0.0 0
uniden 0.0 0
panason 0.0 0
charli 0.0 0
beran 0.0 0
in-box 0.0 0
coolei 0.0 0
pcorder.com 0.0 0
as-yet 0.0 0
unfil 0.0 0
cooley' 0.0 0
schraith 0.0 0
cerplex 0.0 0
ross' 0.0 0
snyder 0.0 0
pcorder 0.0 0
pcorder' 0.0 0
distrubut 0.0 0
build-to-ord 0.0 0
internet?' 0.0 0
'ye 0.0 0
is,' 0.0 0
corp. 0.0 0
run-anywher 0.0 0
de-hyp 0.0 0
http://www.ibm.com 0.0 0
reogan 0.0 0
place...and 0.0 0
20/20 0.0 0
lennert 0.0 0
an 0.0 0
subscib 0.0 0
all-encompass 0.0 0
wladwasky-berg 0.0 0
'old-fashioned' 0.0 0
wladawsky-berg 0.0 0
gottschalk' 0.0 0
network-bas 0.0 0
e.schwab 0.0 0
sp2 0.0 0
pc-meter 0.0 0
twenty-f 0.0 0
pc-meter' 0.0 0
cybershopp 0.0 0
37.2 0.0 0
sites; 0.0 0
cybershop 0.0 0
shareware.com 0.0 0
c/net 0.0 0
disks; 0.0 0
zdnet' 0.0 0
sharewar 0.0 0
zd 0.0 0
cyber-book 0.0 0
41.99 0.0 0
9,928 0.0 0
computer-own 0.0 0
non-pc-own 0.0 0
npd 0.0 0
mug 0.0 0
153-3/4 0.0 0
90-7/8 0.0 0
graph 0.0 0
taget 0.0 0
stanca 0.0 0
direct-market 0.0 0
power-pc-bas 0.0 0
etherington 0.0 0
$152.875 0.0 0
138-3/8 0.0 0
$19.95-a-month 0.0 0
programming; 0.0 0
exectut 0.0 0
$25.675 0.0 0
vicissitud 0.0 0
advance-pay 0.0 0
$14.95 0.0 0
bring-your-own-access 0.0 0
light-usag 0.0 0
charcoal-grei 0.0 0
low-mainten 0.0 0
'60 0.0 0
'70 0.0 0
'80 0.0 0
corset 0.0 0
infatu 0.0 0
17-inch 0.0 0
zimmermann 0.0 0
cognoscenti 0.0 0
zimmermann' 0.0 0
pgp 0.0 0
damocl 0.0 0
seybold 0.0 0
interop 0.0 0
dunkelberg 0.0 0
stede 0.0 0
pgp' 0.0 0
viacrypt 0.0 0
viacrypt' 0.0 0
eudora 0.0 0
3,072 0.0 0
privnet 0.0 0
duplication....w 0.0 0
$6.01 0.0 0
much-malign 0.0 0
warp 0.0 0
perrella 0.0 0
lenzmeier 0.0 0
buy' 0.0 0
typcial 0.0 0
donatiello 0.0 0
roach 0.0 0
tandy' 0.0 0
postcard 0.0 0
flat-fe 0.0 0
sticker 0.0 0
thinkin' 0.0 0
pinnochio 0.0 0
$3.8125 0.0 0
$134.75 0.0 0
fireston 0.0 0
aptiva 0.0 0
ballyhoo 0.0 0
evangel 0.0 0
diskless 0.0 0
underwhelm 0.0 0
pro-network 0.0 0
managers: 0.0 0
roadmap 0.0 0
rhineland 0.0 0
low-cost.' 0.0 0
navio 0.0 0
nc-like 0.0 0
hester 0.0 0
non-pc 0.0 0
data' 0.0 0
$18.06 0.0 0
$16.75 0.0 0
$135.375 0.0 0
host-bas 0.0 0
tentacl 0.0 0
properties...thi 0.0 0
newly-releas 0.0 0
pinocchio 0.0 0
group-ori 0.0 0
impart 0.0 0
downtrodden 0.0 0
maynard 0.0 0
alta 0.0 0
dec' 0.0 0
fix-it 0.0 0
38-5/8 0.0 0
matter...al 0.0 0
'let' 0.0 0
decree,' 0.0 0
barskdal 0.0 0
doj' 0.0 0
barksdale' 0.0 0
love-in 0.0 0
carl' 0.0 0
pascarella 0.0 0
collid 0.0 0
thomson-c 0.0 0
television-onlin 0.0 0
melissa 0.0 0
yahoo!-brand 0.0 0
levi' 0.0 0
meckler 0.0 0
bevvi 0.0 0
freeload 0.0 0
sunil 0.0 0
much-talked-about 0.0 0
platform,' 0.0 0
deployment,' 0.0 0
$152.75 0.0 0
www.tvguide.com 0.0 0
iguid 0.0 0
tv-orient 0.0 0
well-kept 0.0 0
krasilovksi 0.0 0
500th 0.0 0
trivia 0.0 0
keren 0.0 0
$4,500 0.0 0
memory-intens 0.0 0
hastily-arrang 0.0 0
animi 0.0 0
genuiti 0.0 0
hopscotch 0.0 0
states: 0.0 0
calif.; 0.0 0
washington; 0.0 0
chicago; 0.0 0
angeles; 0.0 0
rodnei 0.0 0
joff 0.0 0
not-for-profit 0.0 0
genuity' 0.0 0
globe-span 0.0 0
oil-explor 0.0 0
e-commerc 0.0 0
storefronts.it 0.0 0
sebastopol 0.0 0
dangerous...that 0.0 0
bankcard 0.0 0
cardhold 0.0 0
set...i 0.0 0
onsale.com 0.0 0
entre 0.0 0
hard-cor 0.0 0
'legacy' 0.0 0
$138.875 0.0 0
components: 0.0 0
markup 0.0 0
html 0.0 0
web; 0.0 0
messeng 0.0 0
application; 0.0 0
collabra 0.0 0
inbox 0.0 0
$57,900 0.0 0
$73,590 0.0 0
$279,590 0.0 0
not-so-friendli 0.0 0
nixdorf 0.0 0
3.82 0.0 0
forte' 0.0 0
1/2p 0.0 0
885p 0.0 0
350-400 0.0 0
19p 0.0 0
495-1/2p 0.0 0
larrinaga 0.0 0
bridgeman 0.0 0
bosman 0.0 0
injury-hit 0.0 0
amstrad 0.0 0
venabl 0.0 0
$1=.6395 0.0 0
bonfield' 0.0 0
hitchin 0.0 0
loughborough 0.0 0
beard 0.0 0
hobbi 0.0 0
stitch 0.0 0
camelot 0.0 0
lott.cn 0.0 0
scratchcard 0.0 0
hollei 0.0 0
2.51 0.0 0
camelot' 0.0 0
gtech 0.0 0
payount 0.0 0
governn 0.0 0
bemus 0.0 0
miracul 0.0 0
89.50 0.0 0
$139.10 0.0 0
licence-fe 0.0 0
blenheim' 0.0 0
vnu 0.0 0
$757 0.0 0
35.6 0.0 0
202.5 0.0 0
480p 0.0 0
$1=.6337 0.0 0
roker 0.0 0
42,000-capac 0.0 0
collieri 0.0 0
dilapid 0.0 0
terrac 0.0 0
middlesbrough 0.0 0
0.596 0.0 0
two-lic 0.0 0
4' 0.0 0
unpersuad 0.0 0
thumbs-down 0.0 0
668 0.0 0
economist' 0.0 0
doulton 0.0 0
trhe 0.0 0
$1=.6299 0.0 0
714 0.0 0
pearson-own 0.0 0
72.8 0.0 0
$113 0.0 0
215p 0.0 0
213p 0.0 0
hhc' 0.0 0
$1=.6421 0.0 0
newly-demerg 0.0 0
112.5 0.0 0
$188.4 0.0 0
9-1/2p 0.0 0
1,280-1/2p 0.0 0
1290p 0.0 0
southgat 0.0 0
emi' 0.0 0
lorna 0.0 0
tilbian 0.0 0
1360p 0.0 0
6-8 0.0 0
131.9 0.0 0
124.6 0.0 0
hmv 0.0 0
antholog 0.0 0
viewers...a 0.0 0
bandwith 0.0 0
binari 0.0 0
pertin 0.0 0
61.6 0.0 0
10.5p 0.0 0
wetherbi 0.0 0
superbly..i 0.0 0
$1=.6350 0.0 0
grigson 0.0 0
happier 0.0 0
783p 0.0 0
732 0.0 0
$83.4 0.0 0
3.7p 0.0 0
4.3p 0.0 0
tele 0.0 0
$1=.6067 0.0 0
u.s.-control 0.0 0
above-infl 0.0 0
$139.1 0.0 0
tranmiss 0.0 0
flextech-bbc 0.0 0
1,286p 0.0 0
$804 0.0 0
$167.5 0.0 0
athene 0.0 0
884 0.0 0
$14.81 0.0 0
$363.5 0.0 0
$281.4 0.0 0
$273.0 0.0 0
740 0.0 0
585p 0.0 0
732-1/2p 0.0 0
0954 0.0 0
134,500 0.0 0
utd 0.0 0
european-wid 0.0 0
42,000-seater 0.0 0
manna 0.0 0
cantona 0.0 0
ruud 0.0 0
gullit 0.0 0
fabrizio 0.0 0
ravanelli 0.0 0
alon 0.0 0
sun-seek 0.0 0
69p 0.0 0
644p 0.0 0
de-rack 0.0 0
lunn 0.0 0
pilgrimag 0.0 0
afield 0.0 0
coe 0.0 0
ockwel 0.0 0
$1=.6072 0.0 0
109.2 0.0 0
catharsi 0.0 0
790p 0.0 0
$85.2 0.0 0
388.3 0.0 0
pounds.' 0.0 0
$113.5 0.0 0
209.5p 0.0 0
710p 0.0 0
095 0.0 0
nrj 0.0 0
fm 0.0 0
pallain 0.0 0
nrj' 0.0 0
easy-listen 0.0 0
lesbian 0.0 0
over-50 0.0 0
xfm 0.0 0
oldi 0.0 0
music-bas 0.0 0
15-34 0.0 0
cain 0.0 0
dj 0.0 0
rap 0.0 0
sabot 0.0 0
under-25 0.0 0
jean-paul 0.0 0
baudecroux 0.0 0
257.4 0.0 0
$398.1 0.0 0
155.3 0.0 0
grupp 0.0 0
bavarian 0.0 0
services; 0.0 0
century; 0.0 0
technologies...w 0.0 0
incres 0.0 0
birt' 0.0 0
wyatt 0.0 0
$1=.5953 0.0 0
critieria 0.0 0
bangemann 0.0 0
mother-of-thre 0.0 0
cadbury: 0.0 0
wh 0.0 0
savannah 0.0 0
marvin' 0.0 0
meryl 0.0 0
streep 0.0 0
keaton 0.0 0
niro 0.0 0
mccormack' 0.0 0
img 0.0 0
img' 0.0 0
sportwear 0.0 0
adida 0.0 0
olympiqu 0.0 0
650-700 0.0 0
54.5p 0.0 0
568p 0.0 0
vci 0.0 0
club...thei 0.0 0
461p 0.0 0
592.5 0.0 0
$935 0.0 0
earnings-enhanc 0.0 0
674-1/2 0.0 0
496 0.0 0
reed-elsevi 0.0 0
545.5 0.0 0
poker 0.0 0
683-1/2 0.0 0
496-1/2 0.0 0
vnu' 0.0 0
forster 0.0 0
beilbi 0.0 0
$462 0.0 0
crosthwaite' 0.0 0
grundi 0.0 0
copthorn 0.0 0
thistl 0.0 0
indigest 0.0 0
feehlei 0.0 0
nine-stori 0.0 0
31p 0.0 0
674-1/2p 0.0 0
22-1/2p 0.0 0
496p 0.0 0
$107.5 0.0 0
146,000 0.0 0
582-1/2p 0.0 0
unexcit 0.0 0
evand 0.0 0
holyfield 0.0 0
wba 0.0 0
wbtv-the 0.0 0
$1=.6141 0.0 0
383 0.0 0
$33.50 0.0 0
35p 0.0 0
aplenti 0.0 0
sleepless 0.0 0
acquiror' 0.0 0
678 0.0 0
$697.4 0.0 0
digital-driven 0.0 0
prize-win 0.0 0
gpa 0.0 0
competitors; 0.0 0
businesses...carlton 0.0 0
495p 0.0 0
videocassett 0.0 0
nine-storei 0.0 0
securicor 0.0 0
244p 0.0 0
143,000 0.0 0
ora.l 0.0 0
188p 0.0 0
80,000-seater 0.0 0
wembley' 0.0 0
best-support 0.0 0
lapwood 0.0 0
31-1/2 0.0 0
544-1/2 0.0 0
622-1/2 0.0 0
608-1/2 0.0 0
$631.5 0.0 0
vyner 0.0 0
$1=.6223 0.0 0
value-for-monei 0.0 0
with...a 0.0 0
productivity...and 0.0 0
be...clos 0.0 0
chain...about 0.0 0
doing...we'r 0.0 0
40-50,000 0.0 0
a,b,c,d 0.0 0
rpm 0.0 0
squib 0.0 0
360.5 0.0 0
$611.4 0.0 0
396 0.0 0
$1=.6264 0.0 0
capp 0.0 0
management...and 0.0 0
irrefutable...th 0.0 0
466.5 0.0 0
476.5 0.0 0
mcfadden 0.0 0
2.47 0.0 0
16-1/2p 0.0 0
680p 0.0 0
678p 0.0 0
$95.79 0.0 0
12-1/2 0.0 0
1206 0.0 0
440-1/2 0.0 0
skimpi 0.0 0
615.5 0.0 0
rec' 0.0 0
$11.07 0.0 0
$40.125 0.0 0
$10.06 0.0 0
kiewit 0.0 0
geotherm 0.0 0
hollobon 0.0 0
$11.17 0.0 0
'around 0.0 0
12.72 0.0 0
$226 0.0 0
head-turn 0.0 0
overdone...even 0.0 0
iod 0.0 0
over-caut 0.0 0
and...som 0.0 0
$637.4 0.0 0
710-725 0.0 0
363.5 0.0 0
7.5-percent 0.0 0
$1=.6165 0.0 0
721-1/2 0.0 0
scardino' 0.0 0
708p 0.0 0
627p 0.0 0
623p 0.0 0
successefulli 0.0 0
$1=.6005 0.0 0
705.5 0.0 0
1253 0.0 0
572.5 0.0 0
317.5 0.0 0
823 0.0 0
northumbrian 0.0 0
over-egg 0.0 0
coastlin 0.0 0
34-1/2p 0.0 0
731p 0.0 0
ofwat 0.0 0
underton 0.0 0
byatt 0.0 0
langdon 0.0 0
dobson 0.0 0
uncertainty...to 0.0 0
547-1/2 0.0 0
548-1/2 0.0 0
hyder 0.0 0
non-essenti 0.0 0
ofwat' 0.0 0
671 0.0 0
738 0.0 0
571.5 0.0 0
772 0.0 0
culfeath 0.0 0
1450 0.0 0
mccarten 0.0 0
products...at 0.0 0
savacentr 0.0 0
$120.4 0.0 0
pbt 0.0 0
582.5 0.0 0
0940 0.0 0
business...and 0.0 0
counter-indemnifi 0.0 0
624 0.0 0
$1.225 0.0 0
put...bi 0.0 0
1310 0.0 0
$934.2 0.0 0
enetergi 0.0 0
746-1/4 0.0 0
and...(cal 0.0 0
non-prescript 0.0 0
oft' 0.0 0
unichem 0.0 0
to...profit 0.0 0
superdrug 0.0 0
$476 0.0 0
everdai 0.0 0
anadin 0.0 0
paracetamol 0.0 0
painkil 0.0 0
alka 0.0 0
seltzer 0.0 0
638-1/2p 0.0 0
114-1/2 0.0 0
$918.6 0.0 0
631.5 0.0 0
hyder' 0.0 0
100.7 0.0 0
$169.5 0.0 0
755-1/2 0.0 0
1127 0.0 0
swalec' 0.0 0
largish 0.0 0
pound-a-tim 0.0 0
m40 0.0 0
warwick 0.0 0
transrout 0.0 0
278.9 0.0 0
illog 0.0 0
1,300-1,500 0.0 0
$156.4 0.0 0
1,300...staff 0.0 0
1109 0.0 0
nonchal 0.0 0
hickei 0.0 0
348.5 0.0 0
661.5 0.0 0
474.5 0.0 0
baffl 0.0 0
tressan 0.0 0
maccarthi 0.0 0
$143.8 0.0 0
650-657 0.0 0
645 0.0 0
609.75 0.0 0
555 0.0 0
647 0.0 0
ahosrlti 0.0 0
$121.4 0.0 0
newquai 0.0 0
shows...w 0.0 0
$1=.6004 0.0 0
giddi 0.0 0
636 0.0 0
venture...it 0.0 0
662-1/2 0.0 0
617 0.0 0
165.4 0.0 0
1056 0.0 0
time...but 0.0 0
cute 0.0 0
generally...i 0.0 0
41,810 0.0 0
362 0.0 0
228.2 0.0 0
$383.5 0.0 0
competitive...and 0.0 0
self-scan 0.0 0
operator...which 0.0 0
$950.4 0.0 0
23.59 0.0 0
453 0.0 0
$11.60 0.0 0
$11.82 0.0 0
surprising...(now 0.0 0
trent' 0.0 0
577.5 0.0 0
1144 0.0 0
612.5 0.0 0
342.5 0.0 0
crackl 0.0 0
cash...if 0.0 0
noram 0.0 0
562 0.0 0
631 0.0 0
1543 0.0 0
monday.shar 0.0 0
747-1/2 0.0 0
1,460 0.0 0
hawlei 0.0 0
nii 0.0 0
partly-paid 0.0 0
mangag 0.0 0
667 0.0 0
$947.4 0.0 0
brand/market 0.0 0
kee 0.0 0
661-1/2 0.0 0
a$1.50 0.0 0
us$1.18 0.0 0
a$1.35 0.0 0
magowan 0.0 0
selvaratnam 0.0 0
a$1.39 0.0 0
a$1.60 0.0 0
a$=us$0.79 0.0 0
unionis 0.0 0
site-specif 0.0 0
hedland 0.0 0
a$169.4 0.0 0
a$5.6 0.0 0
a$168 0.0 0
kunkel 0.0 0
a$187.4 0.0 0
a$170 0.0 0
0325 0.0 0
14.20 0.0 0
a$371 0.0 0
a$10.2 0.0 0
a$6.8 0.0 0
a$20.9 0.0 0
a$15.9 0.0 0
539,000 0.0 0
hectolitr 0.0 0
392,000 0.0 0
mildara 0.0 0
blass 0.0 0
a$33.4 0.0 0
a$115.5 0.0 0
rothburi 0.0 0
9.8-percent 0.0 0
a$790 0.0 0
a$867 0.0 0
$689.3 0.0 0
largest-quot 0.0 0
a$107 0.0 0
a$760 0.0 0
$604.2 0.0 0
a$683 0.0 0
$543.0 0.0 0
a$253 0.0 0
$201.1 0.0 0
a$82 0.0 0
$65.2 0.0 0
$122.4 0.0 0
$104.9 0.0 0
$67.6 0.0 0
us$2.4 0.0 0
magma 0.0 0
full-cost 0.0 0
top-20 0.0 0
upton 0.0 0
stong 0.0 0
elders-ixl 0.0 0
asset-sal 0.0 0
wine-mak 0.0 0
a$293.3 0.0 0
nitschk 0.0 0
outback 0.0 0
euthanasia 0.0 0
themslv 0.0 0
patient...then 0.0 0
dent' 0.0 0
atlhough 0.0 0
how-to-do-it 0.0 0
lawfulli 0.0 0
us$160 0.0 0
slicker 0.0 0
kevorkian 0.0 0
assisted-suicid 0.0 0
blue-chip' 0.0 0
a$7.62 0.0 0
top-10 0.0 0
breakfast-cer 0.0 0
carboard 0.0 0
holfed 0.0 0
abysm 0.0 0
carboard-box 0.0 0
rollar-coast 0.0 0
rapid-growth 0.0 0
base-met 0.0 0
a$41 0.0 0
result...i 0.0 0
s&amp;p' 0.0 0
creditfocu 0.0 0
a$1.4 0.0 0
flat-footed; 0.0 0
kingstream 0.0 0
new-technolog 0.0 0
old-technolog 0.0 0
81-year-old 0.0 0
raw-steel 0.0 0
dever 0.0 0
athol 0.0 0
lapthorn 0.0 0
faze 0.0 0
a$7.0 0.0 0
kavouraki 0.0 0
hk$1=us$7.74 0.0 0
apprias 0.0 0
short-wav 0.0 0
palapa 0.0 0
neighbours...our 0.0 0
anti-asian 0.0 0
612-9373-1800 0.0 0
a$1.043 0.0 0
a$1.2 0.0 0
yeaer' 0.0 0
a$30.41 0.0 0
east-coast 0.0 0
heatwav 0.0 0
hoping...it 0.0 0
guesswork 0.0 0
a$2.36 0.0 0
nta 0.0 0
a$372 0.0 0
a$359.7 0.0 0
46-percent-own 0.0 0
spicer 0.0 0
a$6.6 0.0 0
a$380 0.0 0
a$9.9 0.0 0
slighter 0.0 0
a$783 0.0 0
33.8 0.0 0
a$280 0.0 0
us$1.067 0.0 0
us$1.441 0.0 0
us$1.04 0.0 0
us$1.097 0.0 0
canyon 0.0 0
hamanaka 0.0 0
six-week 0.0 0
umit 0.0 0
escondida 0.0 0
grasberg 0.0 0
22.8 0.0 0
homewar 0.0 0
shocker 0.0 0
mclai 0.0 0
asia-focus 0.0 0
institutions...it 0.0 0
chime 0.0 0
indo-china 0.0 0
diversifaction...on 0.0 0
piggy-back 0.0 0
us$628 0.0 0
a$17.59 0.0 0
a$17.20 0.0 0
a$17.48 0.0 0
pre-aborm 0.0 0
a$2.7 0.0 0
over-subscrib 0.0 0
stockbroking' 0.0 0
chatterton 0.0 0
a$1.80 0.0 0
unshackl 0.0 0
diffcult 0.0 0
can...finalis 0.0 0
us$3.0 0.0 0
pergola 0.0 0
coghlan 0.0 0
double-brick 0.0 0
case...about 0.0 0
lanyon 0.0 0
a$5.87 0.0 0
us$12.9 0.0 0
a$32.9 0.0 0
a$6.88 0.0 0
a$201 0.0 0
a$197 0.0 0
1996-)'97 0.0 0
a$73 0.0 0
a$1,250 0.0 0
62.4 0.0 0
vinyl 0.0 0
195/96 0.0 0
incitec 0.0 0
ethan 0.0 0
polyethylen 0.0 0
manufactuer 0.0 0
1995-)'96 0.0 0
a$264.8 0.0 0
tiwai 0.0 0
313,000 0.0 0
capral 0.0 0
australian-dollar 0.0 0
unkind 0.0 0
130,157 0.0 0
a$95 0.0 0
latex 0.0 0
rubber-glov 0.0 0
ansel 0.0 0
$a 0.0 0
yeah 0.0 0
a$375 0.0 0
a$153 0.0 0
a$222 0.0 0
despatch 0.0 0
iisi 0.0 0
electric-arc 0.0 0
glenbrook 0.0 0
700,000-tonnes-per-year 0.0 0
toop 0.0 0
oversubscript 0.0 0
price-set 0.0 0
26-percent 0.0 0
forgeri 0.0 0
us$7.5 0.0 0
show-cas 0.0 0
yarra 0.0 0
a$490 0.0 0
a$58 0.0 0
moment....i'm 0.0 0
that...at 0.0 0
term; 0.0 0
state-govern 0.0 0
southbank 0.0 0
a$2.86 0.0 0
0455 0.0 0
mol.to 0.0 0
pmp 0.0 0
april...but 0.0 0
etu 0.0 0
celciu 0.0 0
3.76 0.0 0
july-jun 0.0 0
a$87.5 0.0 0
a$58.38 0.0 0
a$2.45 0.0 0
a$2.76 0.0 0
a$3.06 0.0 0
30.9 0.0 0
74.5 0.0 0
0125 0.0 0
12.25 0.0 0
a$6.80 0.0 0
coke 0.0 0
arl 0.0 0
fynmor 0.0 0
news-back 0.0 0
superleagu 0.0 0
arthurson 0.0 0
fizz 0.0 0
a$185 0.0 0
us$140.6 0.0 0
cub' 0.0 0
pun 0.0 0
40-percent-own 0.0 0
raewyn 0.0 0
ellis-doff 0.0 0
a$2.54 0.0 0
over-stretch 0.0 0
ru 0.0 0
bba' 0.0 0
azon 0.0 0
$153 0.0 0
a$811 0.0 0
a$20.05 0.0 0
a$17.31 0.0 0
a$15.58 0.0 0
a$715 0.0 0
a$804 0.0 0
a$1.29 0.0 0
a$117 0.0 0
mungo/monan 0.0 0
chata 0.0 0
chihuido 0.0 0
a$45 0.0 0
9286-1435 0.0 0
10-percent 0.0 0
theuma 0.0 0
oslo 0.0 0
holbrook 0.0 0
bosnia' 0.0 0
re-arrest 0.0 0
storm-cloud 0.0 0
ita 0.0 0
barshefksi 0.0 0
brittan' 0.0 0
yukihiko 0.0 0
ikeda 0.0 0
ardently....that 0.0 0
infotech 0.0 0
rafidah 0.0 0
member-in-wait 0.0 0
davydov 0.0 0
america...h 0.0 0
goh 0.0 0
chok 0.0 0
rules-bas 0.0 0
changhong 0.0 0
we...hop 0.0 0
acces 0.0 0
plenum' 0.0 0
disobei 0.0 0
conductress 0.0 0
suli 0.0 0
4.00 0.0 0
disori 0.0 0
overextend 0.0 0
overexpos 0.0 0
ou 0.0 0
yangxiang 0.0 0
radiu 0.0 0
muffl 0.0 0
whoong 0.0 0
kaifu 0.0 0
ammonium 0.0 0
nitrat 0.0 0
hisashi 0.0 0
owada 0.0 0
urng 0.0 0
sceneri 0.0 0
niceti 0.0 0
stink 0.0 0
3,680 0.0 0
noxiou 0.0 0
odour 0.0 0
unglaz 0.0 0
indescrib 0.0 0
awesom 0.0 0
jokhang 0.0 0
nomad 0.0 0
inaccess 0.0 0
lizong 0.0 0
high-spend 0.0 0
ex-hippi 0.0 0
shangri-la 0.0 0
everest 0.0 0
8,848 0.0 0
29,028 0.0 0
yak-hair 0.0 0
sanit 0.0 0
bodil 0.0 0
borchgrevink 0.0 0
grindal 0.0 0
15,000-charact 0.0 0
suffus 0.0 0
profit-bas 0.0 0
economy...a 0.0 0
to...prev 0.0 0
lip-servic 0.0 0
as...common 0.0 0
privatisation...socialist 0.0 0
impervi 0.0 0
dissuad 0.0 0
sledgehamm 0.0 0
most-want 0.0 0
suspect' 0.0 0
boss' 0.0 0
journal,in 0.0 0
faux 0.0 0
plann 0.0 0
'bus' 0.0 0
liheng 0.0 0
vice-administr 0.0 0
reuseabl 0.0 0
fangyun 0.0 0
telemetri 0.0 0
lunar-land 0.0 0
fuxiang 0.0 0
shijian-5 0.0 0
two-tonn 0.0 0
guoxiang 0.0 0
spectrograph 0.0 0
alfa 0.0 0
anti-matt 0.0 0
channelsurf 0.0 0
anti-western 0.0 0
afair 0.0 0
mathison 0.0 0
scorses 0.0 0
jean-jaqu 0.0 0
annaud 0.0 0
befriend 0.0 0
kundun 0.0 0
gere 0.0 0
infotechnolog 0.0 0
huaqiu 0.0 0
unannounc 0.0 0
lord' 0.0 0
21-22 0.0 0
moveabl 0.0 0
synchronis 0.0 0
2,560 0.0 0
1,590 0.0 0
wrought 0.0 0
ciduan 0.0 0
highly-decor 0.0 0
colourfully-paint 0.0 0
cheek 0.0 0
jowl 0.0 0
tibetan-manag 0.0 0
brocad 0.0 0
oddest 0.0 0
wenhan 0.0 0
tibetan-nepali 0.0 0
$277.1 0.0 0
serf 0.0 0
re-employ 0.0 0
148.5 0.0 0
house-to-hous 0.0 0
choephol 0.0 0
choephel 0.0 0
xigaz 0.0 0
fulbright 0.0 0
counterespionag 0.0 0
100-metr 0.0 0
terrorism...fulli 0.0 0
unjustli 0.0 0
20.07 0.0 0
922.34 0.0 0
1,163.05 0.0 0
3.84 0.0 0
63.743 0.0 0
66.291 0.0 0
overheat 0.0 0
fengqi 0.0 0
capital-strap 0.0 0
1.33 0.0 0
yaju 0.0 0
kwang 0.0 0
mckai 0.0 0
cashmer 0.0 0
knitwear 0.0 0
kesang 0.0 0
rigdol 0.0 0
nepali 0.0 0
snowland 0.0 0
chromit 0.0 0
antimoni 0.0 0
borax 0.0 0
baosheng 0.0 0
upside-down 0.0 0
henan 0.0 0
leader-turned-dissid 0.0 0
counter-revolut 0.0 0
proletariat 0.0 0
mystic 0.0 0
goblet 0.0 0
prostrat 0.0 0
3,684 0.0 0
12,087 0.0 0
meadow 0.0 0
pro-tibet 0.0 0
sinicis 0.0 0
40-odd 0.0 0
oversimplifi 0.0 0
pilgrim 0.0 0
mediev 0.0 0
chamdo 0.0 0
pennant 0.0 0
mig 0.0 0
chongren 0.0 0
seven-point 0.0 0
church' 0.0 0
zhimin 0.0 0
baod 0.0 0
donglu 0.0 0
jingmu 0.0 0
xiaobo' 0.0 0
party-link 0.0 0
15,000-word 0.0 0
beijing-sponsor 0.0 0
medals' 0.0 0
unment 0.0 0
chargesheet 0.0 0
1986-93 0.0 0
u.s.-driven 0.0 0
icftu 0.0 0
gush 0.0 0
cleanest 0.0 0
enchant 0.0 0
jishan 0.0 0
golmud 0.0 0
qinghai 0.0 0
footleath 0.0 0
handbag 0.0 0
china-germani 0.0 0
$24,000 0.0 0
good...and 0.0 0
jobs-for-lif 0.0 0
tanneri 0.0 0
spout 0.0 0
tolungchu 0.0 0
keyserlingk 0.0 0
german-manufactur 0.0 0
$9.8 0.0 0
nepal 0.0 0
counterrevolutionari 0.0 0
chengguan 0.0 0
nightwatchmen 0.0 0
bitingli 0.0 0
pur 0.0 0
43-hour 0.0 0
654,500 0.0 0
25.28 0.0 0
rust-belt 0.0 0
demobilis 0.0 0
8,178 0.0 0
9.6-9.7 0.0 0
$171.5 0.0 0
activist' 0.0 0
spit 0.0 0
wenli 0.0 0
unafford 0.0 0
12-hour 0.0 0
pro-deng 0.0 0
deifi 0.0 0
longed-for 0.0 0
choephol' 0.0 0
phulchung 0.0 0
jampel 0.0 0
changchup 0.0 0
'a 0.0 0
ethnomusicolog 0.0 0
nyari 0.0 0
wold 0.0 0
$985.3 0.0 0
poirier 0.0 0
cantalou' 0.0 0
defoss 0.0 0
zaan 0.0 0
unicao' 0.0 0
kanga 0.0 0
n'ze 0.0 0
farm-gat 0.0 0
droit 0.0 0
sorti 0.0 0
driot 0.0 0
ivoirien 0.0 0
chargeur 0.0 0
federmar 0.0 0
yves-mari 0.0 0
koissi 0.0 0
745-755,000 0.0 0
150,000-175,000 0.0 0
said,"when 0.0 0
dryer 0.0 0
886 0.0 0
893 0.0 0
withold 0.0 0
sahara 0.0 0
northward 0.0 0
late-decemb 0.0 0
10,492 0.0 0
44.8 0.0 0
aidjan 0.0 0
sogepag 0.0 0
pierre-dominiqu 0.0 0
ucepag 0.0 0
sogepag' 0.0 0
dafci 0.0 0
9,741 0.0 0
43,000 0.0 0
prefinanc 0.0 0
gvc 0.0 0
sifca' 0.0 0
sifcom 0.0 0
$1=512 0.0 0
250-300,000-tonn 0.0 0
good-moderate-weak 0.0 0
vavoua 0.0 0
unhul 0.0 0
unselect 0.0 0
toullec 0.0 0
abdidjan 0.0 0
three-tier 0.0 0
disburs 0.0 0
pro-rata 0.0 0
9-10 0.0 0
european-back 0.0 0
biddder 0.0 0
